,id,tipCount,likes,rating
125,57b485e1498e8f5a79049391,5,9,7.8
126,4b54b352f964a520cfc727e3,2,3,5.9
127,573b2c3238faeff59fd2cc36,2,24,8.7
128,4b64d4e8f964a52078d32ae3,17,24,7.8
129,59ed00458ad62e6909c5e817,2,5,7.7
130,4bc4d8964cdfc9b6cc3f9921,36,87,7.4
131,4a109e41f964a520e9761fe3,36,72,8.7
132,500efa59e4b02b08aa535a37,12,20,8.2
133,4bc4d8964cdfc9b6cc3f9921,36,87,7.4
134,5329cad8498e42386162a7fb,37,136,8.9
135,4a50cc8ff964a52025b01fe3,28,52,8.3
136,4a7f7916f964a52028f41fe3,43,75,8.7
137,4a4f593ef964a52042af1fe3,9,0,5.2
138,4b7ae54af964a52076442fe3,6,5,5.3
139,50a14d20e4b04eb23eb8f7f1,5,5,5.1
140,4d94d5971231b60ca31283a1,28,32,7.4
141,5d9df16482baed00086dcab0,1,1,7.4
142,4ca0eeef2fb1a1433dc70041,13,18,5.4
143,4e285943d22d848a146224bc,4,6,5.3
144,4bc35f0dabf49521dfa8c393,11,12,5.9
145,4bbb5a2f7421a593bbb4c440,9,6,5.9
146,5676fbea498e97455c728b56,3,7,7.1
147,53160d72498ee62081f063d8,30,75,7.3
148,4ed5076d02d5ef93a2adeba9,5,11,7.6
149,55a28d6b498e0dc85761d3e2,3,13,7.9
150,537d4964498e6816a1ee5bfc,2,6,7.7
151,4cfbcb23ee9cb60c100792ad,4,3,6.3
152,537d4964498e6816a1ee5bfc,2,6,7.7
153,55f50288498e7d5bac664525,3,5,8.0
154,563a985ccd10166ccc03a92d,3,6,6.5
155,50785d1ce4b04c2b968992c2,4,11,8.3
156,4c4c6f1d5609c9b628538792,24,43,8.3
157,58bdeb995cab2f2d2c2ceb2b,8,11,8.1
158,4c6a8808c946e21eaae0ec8e,7,12,6.8
159,531ddd74498ef3f626cc5f90,18,61,8.1
160,43655e80f964a5206d291fe3,58,116,8.8
161,45bba5e7f964a520f6411fe3,42,82,8.6
162,58f94052d7627e28e6e92073,6,7,8.8
163,4a96fa5ff964a520cd2720e3,28,71,9.2
164,4e92128102d5dcbe60036479,21,98,9.0
165,5aa2b12d5c68386166696a25,35,0,5.4
166,4a6b96cbf964a52041cf1fe3,17,0,7.3
167,4bf58ddf493c2d7f57da4785,5,5,7.3
168,509c01ece4b09cc7b56dbc5b,16,59,8.2
169,4bdb56063904a59395e1499e,7,2,5.6
170,4aa3fa44f964a520a84420e3,84,172,9.1
